"Fujitsu Performance Profiler Version 1.2.0"
"Measured time","Tue Apr 23 14:34:42 2013"
"CPU frequency","Process 1 - 3  1848 (MHz)"
"Type of program","MPI & Thread (OpenMP)"
"Measured range","Selected range"
"Performance monitor - Procedures profile - Application event-Internal"
"Range","30","30","30","8"
"__for_accumulate_estimates","2243654666642","64644951087","1671619126","599062116102"
"__flip_operator_and_spins","62622983366","2897076722","15113455283","93871213264"
"Range","29","30","31","0"
"__for_accumulate_estimates","2013465977001","62959432672","205424387481","5680547458317","16384"
"__flip_operator_and_spins","22211256","0","25272553205","1756036915067","16384"
"Performance monitor - Procedures profile - Process 1"
"Range","30","30","30","8"
"__for_accumulate_estimates","556876792980","15847552663","396082883","149366969377"
"__flip_operator_and_spins","11565642481","723856201","3773436631","23458167012"
"Range","29","30","31","0"
"__for_accumulate_estimates","503002070708","15441535810","47881674633","1415589875311","4096"
"__flip_operator_and_spins","5594200","0","2337876869","434927591653","4096"
"Performance monitor - Procedures profile - Thread 0"
"Range","30","30","30","8"
"__for_accumulate_estimates","36724978410","998904701","35626924","9342655110"
"__flip_operator_and_spins","708911458","45372396","236315433","1466469271"
"Range","29","30","31","0"
"__for_accumulate_estimates","32074977756","964734410","4132016476","89835231084","256"
"__flip_operator_and_spins","360413","0","121016474","27183791661","256"
"Performance monitor - Procedures profile - Thread 3"
"Range","30","30","30","8"
"__for_accumulate_estimates","34116110023","987886094","22766330","9336924152"
"__flip_operator_and_spins","619014569","45249142","235916700","1466369538"
"Range","29","30","31","0"
"__for_accumulate_estimates","31879893434","963489272","1872575866","87330898133","256"
"__flip_operator_and_spins","364186","0","42918909","27182943843","256"
"Performance monitor - Procedures profile - Thread 1"
"Range","30","30","30","8"
"__for_accumulate_estimates","34472410049","988346560","23208358","9331869928"
"__flip_operator_and_spins","749206348","45238869","235786343","1466008368"
"Range","29","30","31","0"
"__for_accumulate_estimates","31755512070","964443437","2349042402","87959174962","256"
"__flip_operator_and_spins","358293","0","173370540","27183235936","256"
"Performance monitor - Procedures profile - Thread 7"
"Range","30","30","30","8"
"__for_accumulate_estimates","31761083823","989871845","21225952","9334791037"
"__flip_operator_and_spins","740756456","45239431","235848571","1466069361"
"Range","29","30","31","0"
"__for_accumulate_estimates","30576462756","966125601","842039028","86160663324","256"
"__flip_operator_and_spins","332845","0","164772582","27183044655","256"
"Performance monitor - Procedures profile - Thread 2"
"Range","30","30","30","8"
"__for_accumulate_estimates","34496853841","986225920","23561135","9330711548"
"__flip_operator_and_spins","739343954","45235281","235830853","1466385149"
"Range","29","30","31","0"
"__for_accumulate_estimates","31870330787","961900489","2262092514","87582099905","256"
"__flip_operator_and_spins","290839","0","163135503","27182949097","256"
"Performance monitor - Procedures profile - Thread 10"
"Range","30","30","30","8"
"__for_accumulate_estimates","33881693243","989874500","26539489","9341141006"
"__flip_operator_and_spins","759909184","45204960","235705950","1465787793"
"Range","29","30","31","0"
"__for_accumulate_estimates","30381695606","962584800","3115616461","88653529963","256"
"__flip_operator_and_spins","331333","0","184007124","27182684246","256"
"Performance monitor - Procedures profile - Thread 4"
"Range","30","30","30","8"
"__for_accumulate_estimates","33879602322","988382313","21920036","9335049073"
"__flip_operator_and_spins","636821259","45236248","235840327","1466333851"
